id,atc,name,dc_code,other_code,dc_name,other_name,random,path,cdist,res,jcn,lin,wup,lch,nam
395,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0037274,Chronic small plaque psoriasis,Dermatologic disorders,0,-1,-1,-1,-1,-1,-1,-1,-1
396,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0015230,Chronic small plaque psoriasis,exanthemas,0,-1,-1,-1,-1,-1,-1,-1,-1
397,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0024138,Chronic small plaque psoriasis,Discoid lupus erythematosus,0,-1,-1,-1,-1,-1,-1,-1,-1
398,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0079773,Chronic small plaque psoriasis,cells cutaneous lymphomas t,0,-1,-1,-1,-1,-1,-1,-1,-1
399,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0011616,Chronic small plaque psoriasis,Dermatitis contact ,0,-1,-1,-1,-1,-1,-1,-1,-1
400,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C3875321,Chronic small plaque psoriasis,Inflammatory dermatosis,0,-1,-1,-1,-1,-1,-1,-1,-1
401,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0406326,Chronic small plaque psoriasis,psoriasis scalp,0,-1,-1,-1,-1,-1,-1,-1,-1
402,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0011615,Chronic small plaque psoriasis,Atopic dermatitis ,0,-1,-1,-1,-1,-1,-1,-1,-1
403,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0033775,Chronic small plaque psoriasis,ani pruritus,0,-1,-1,-1,-1,-1,-1,-1,-1
404,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0036508,Chronic small plaque psoriasis,Seborrheic dermatitis ,0,-1,-1,-1,-1,-1,-1,-1,-1
405,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0033777,Chronic small plaque psoriasis,Pruritus of genital organs,0,-1,-1,-1,-1,-1,-1,-1,-1
406,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0085074,Chronic small plaque psoriasis,annulare granuloma,0,-1,-1,-1,-1,-1,-1,-1,-1
407,C05AA11,fluocinonide                                                                                                                                                                                                                                              ,C0406317,C0149922,Chronic small plaque psoriasis,chronicus lichens simplex,0,-1,-1,-1,-1,-1,-1,-1,-1
408,C10AB04,gemfibrozil                                                                                                                                                                                                                                               ,C0020557,C0813230,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
409,C10AB04,gemfibrozil                                                                                                                                                                                                                                               ,C0020557,C0010068,?,?,0,0.0909,0.0909,0.9555,0.1411,0.2124,0.4545,1.291,0.1354
410,C08CA04,nicardipine                                                                                                                                                                                                                                               ,C0002962,C0020538,Angina pectoris ,Hypertensive disease ,0,0.25,0.25,2.2229,0.3169,0.5849,0.7368,2.3026,0.1738
411,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0036220,C0023487,Kaposi's sarcoma ,acute promyelocytic leukaemia,0,0.1429,0.1429,2.4531,0.2133,0.5114,0.6364,1.743,0.1529
412,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0036220,C0023465,Kaposi's sarcoma ,Acute monocytic leukaemia,0,0.1429,0.1429,2.4531,0.1816,0.4712,0.6364,1.743,0.1529
413,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0036220,C0023440,Kaposi's sarcoma ,Leukemias Acute Erythroblastic,0,0.1429,0.1429,2.4531,0.1995,0.4946,0.6364,1.743,0.1529
414,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0036220,C0023467,Kaposi's sarcoma ,Acute myelocytic leukaemia,0,0.1667,0.1667,2.4531,0.2526,0.5535,0.6667,1.8971,0.1582
415,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0036220,C0023449,Kaposi's sarcoma ,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
416,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0036220,C0153886,Kaposi's sarcoma ,Acute Myeloid Leukemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
417,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023487,C0036220,acute promyelocytic leukaemia,Kaposi's sarcoma ,0,0.1429,0.1429,2.4531,0.2133,0.5114,0.6364,1.743,0.1529
418,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023487,C0023465,acute promyelocytic leukaemia,Acute monocytic leukaemia,0,0.3333,0.3333,4.4468,0.4392,0.7962,0.8333,2.5903,0.2
419,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023487,C0023440,acute promyelocytic leukaemia,Leukemias Acute Erythroblastic,0,0.3333,0.3333,4.4468,0.5603,0.8329,0.8333,2.5903,0.2
420,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023487,C0023467,acute promyelocytic leukaemia,Acute myelocytic leukaemia,0,0.5,0.5,4.4468,1.3706,0.9242,0.8696,2.9957,0.2242
421,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023487,C0023449,acute promyelocytic leukaemia,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
422,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023487,C0153886,acute promyelocytic leukaemia,Acute Myeloid Leukemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
423,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023465,C0036220,Acute monocytic leukaemia,Kaposi's sarcoma ,0,0.1429,0.1429,2.4531,0.1816,0.4712,0.6364,1.743,0.1529
424,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023465,C0023487,Acute monocytic leukaemia,acute promyelocytic leukaemia,0,0.3333,0.3333,4.4468,0.4392,0.7962,0.8333,2.5903,0.2
425,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023465,C0023440,Acute monocytic leukaemia,Leukemias Acute Erythroblastic,0,0.3333,0.3333,4.4468,0.3843,0.7736,0.8333,2.5903,0.2
426,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023465,C0023467,Acute monocytic leukaemia,Acute myelocytic leukaemia,0,0.5,0.5,4.4468,0.6463,0.8518,0.8696,2.9957,0.2242
427,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023465,C0023449,Acute monocytic leukaemia,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
428,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023465,C0153886,Acute monocytic leukaemia,Acute Myeloid Leukemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
429,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023440,C0036220,Leukemias Acute Erythroblastic,Kaposi's sarcoma ,0,0.1429,0.1429,2.4531,0.1995,0.4946,0.6364,1.743,0.1529
430,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023440,C0023487,Leukemias Acute Erythroblastic,acute promyelocytic leukaemia,0,0.3333,0.3333,4.4468,0.5603,0.8329,0.8333,2.5903,0.2
431,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023440,C0023465,Leukemias Acute Erythroblastic,Acute monocytic leukaemia,0,0.3333,0.3333,4.4468,0.3843,0.7736,0.8333,2.5903,0.2
432,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023440,C0023467,Leukemias Acute Erythroblastic,Acute myelocytic leukaemia,0,0.5,0.5,4.4468,0.9478,0.8939,0.8696,2.9957,0.2242
433,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023440,C0023449,Leukemias Acute Erythroblastic,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
434,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023440,C0153886,Leukemias Acute Erythroblastic,Acute Myeloid Leukemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
435,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023467,C0036220,Acute myelocytic leukaemia,Kaposi's sarcoma ,0,0.1667,0.1667,2.4531,0.2526,0.5535,0.6667,1.8971,0.1582
436,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023467,C0023487,Acute myelocytic leukaemia,acute promyelocytic leukaemia,0,0.5,0.5,4.4468,1.3706,0.9242,0.8696,2.9957,0.2242
437,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023467,C0023465,Acute myelocytic leukaemia,Acute monocytic leukaemia,0,0.5,0.5,4.4468,0.6463,0.8518,0.8696,2.9957,0.2242
438,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023467,C0023440,Acute myelocytic leukaemia,Leukemias Acute Erythroblastic,0,0.5,0.5,4.4468,0.9478,0.8939,0.8696,2.9957,0.2242
439,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023467,C0023449,Acute myelocytic leukaemia,Leukemia Acute Lymphocytic,0,-1,-1,-1,-1,-1,-1,-1,-1
440,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023467,C0153886,Acute myelocytic leukaemia,Acute Myeloid Leukemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
441,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023449,C0036220,Leukemia Acute Lymphocytic,Kaposi's sarcoma ,0,-1,-1,-1,-1,-1,-1,-1,-1
442,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023449,C0023487,Leukemia Acute Lymphocytic,acute promyelocytic leukaemia,0,-1,-1,-1,-1,-1,-1,-1,-1
443,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023449,C0023465,Leukemia Acute Lymphocytic,Acute monocytic leukaemia,0,-1,-1,-1,-1,-1,-1,-1,-1
444,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023449,C0023440,Leukemia Acute Lymphocytic,Leukemias Acute Erythroblastic,0,-1,-1,-1,-1,-1,-1,-1,-1
445,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023449,C0023467,Leukemia Acute Lymphocytic,Acute myelocytic leukaemia,0,-1,-1,-1,-1,-1,-1,-1,-1
446,L01DB02,daunorubicin                                                                                                                                                                                                                                              ,C0023449,C0153886,Leukemia Acute Lymphocytic,Acute Myeloid Leukemia ,0,-1,-1,-1,-1,-1,-1,-1,-1
447,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0020538,C0018801,Hypertensive disease ,Heart failure ,0,0.2,0.2,1.8017,0.2625,0.4861,0.6667,2.0794,0.1621
448,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0020538,C0745138,Hypertensive disease ,hypertensive urgencies,0,-1,-1,-1,-1,-1,-1,-1,-1
449,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0020538,C0581377,Hypertensive disease ,Decompensated cardiac failure,0,-1,-1,-1,-1,-1,-1,-1,-1
450,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0020538,C0024588,Hypertensive disease ,Malignant essential hypertension,0,-1,-1,-1,-1,-1,-1,-1,-1
451,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0745138,C0020538,hypertensive urgencies,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
452,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0745138,C0018801,hypertensive urgencies,Heart failure ,0,-1,-1,-1,-1,-1,-1,-1,-1
453,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0745138,C0581377,hypertensive urgencies,Decompensated cardiac failure,0,-1,-1,-1,-1,-1,-1,-1,-1
454,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0745138,C0024588,hypertensive urgencies,Malignant essential hypertension,0,-1,-1,-1,-1,-1,-1,-1,-1
455,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0581377,C0020538,Decompensated cardiac failure,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
456,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0581377,C0018801,Decompensated cardiac failure,Heart failure ,0,-1,-1,-1,-1,-1,-1,-1,-1
457,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0581377,C0745138,Decompensated cardiac failure,hypertensive urgencies,0,-1,-1,-1,-1,-1,-1,-1,-1
458,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0581377,C0024588,Decompensated cardiac failure,Malignant essential hypertension,0,-1,-1,-1,-1,-1,-1,-1,-1
459,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0024588,C0020538,Malignant essential hypertension,Hypertensive disease ,0,-1,-1,-1,-1,-1,-1,-1,-1
460,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0024588,C0018801,Malignant essential hypertension,Heart failure ,0,-1,-1,-1,-1,-1,-1,-1,-1
461,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0024588,C0745138,Malignant essential hypertension,hypertensive urgencies,0,-1,-1,-1,-1,-1,-1,-1,-1
462,C02DD01,nitroprusside                                                                                                                                                                                                                                             ,C0024588,C0581377,Malignant essential hypertension,Decompensated cardiac failure,0,-1,-1,-1,-1,-1,-1,-1,-1
463,L01AX03,temozolomide                                                                                                                                                                                                                                              ,C0349543,C1514422,Brain Glioblastoma Multiforme,Primary Glioblastoma,0,-1,-1,-1,-1,-1,-1,-1,-1
464,L01AX03,temozolomide                                                                                                                                                                                                                                              ,C0349543,C0334579,Brain Glioblastoma Multiforme,Astrocytomas Anaplastic,0,-1,-1,-1,-1,-1,-1,-1,-1
465,L01AX03,temozolomide                                                                                                                                                                                                                                              ,C0349543,C0017636,Brain Glioblastoma Multiforme,Glioblastoma ,0,-1,-1,-1,-1,-1,-1,-1,-1
466,L01AX03,temozolomide                                                                                                                                                                                                                                              ,C0349543,C0278878,Brain Glioblastoma Multiforme,glioblastoma adult,0,-1,-1,-1,-1,-1,-1,-1,-1
467,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C0279543,Phases Blast,myelogenous leukemia chronic Philadelphia chromosome positive,0,-1,-1,-1,-1,-1,-1,-1,-1
468,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C0238198,Phases Blast,Stromal Tumors Gastrointestinal,0,0.125,0.125,2.4531,0.1657,0.4485,0.6087,1.6094,0.1486
469,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C1540912,Phases Blast,Syndrome Hypereosinophilic,0,0.125,0.125,2.0231,0.1404,0.3622,0.6087,1.6094,0.1486
470,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C0023474,Phases Blast,Leukemia Myeloid Chronic-Phase,0,0.3333,0.3333,4.8036,0.3836,0.7865,0.8333,2.5903,0.2
471,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C1112486,Phases Blast,Aggressive Systemic Mastocytosis,0,-1,-1,-1,-1,-1,-1,-1,-1
472,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C0206141,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
473,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C0346421,Phases Blast,Chronic eosinophilic leukaemia,0,-1,-1,-1,-1,-1,-1,-1,-1
474,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C0221013,Phases Blast,Systemic Mastocytoses,0,0.1111,0.1111,2.4531,0.1471,0.4191,0.5833,1.4917,0.145
475,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C1301355,Phases Blast,myelodysplastic/myeloproliferative diseases,0,0.2,0.2,3.4917,0.2257,0.6118,0.7273,2.0794,0.1679
476,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C1960397,Phases Blast,Philadelphia chromosome-positive acute lymphoblastic leukemia,0,-1,-1,-1,-1,-1,-1,-1,-1
477,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0005699,C0392784,Phases Blast,Dermatofibrosarcoma protuberans ,0,-1,-1,-1,-1,-1,-1,-1,-1
478,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C0279543,Stromal Tumors Gastrointestinal,myelogenous leukemia chronic Philadelphia chromosome positive,0,-1,-1,-1,-1,-1,-1,-1,-1
479,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C0005699,Stromal Tumors Gastrointestinal,Phases Blast,0,0.125,0.125,2.4531,0.1657,0.4485,0.6087,1.6094,0.1486
480,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C1540912,Stromal Tumors Gastrointestinal,Syndrome Hypereosinophilic,0,0.1,0.1,0.9555,0.1112,0.1753,0.4762,1.3863,0.138
481,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C0023474,Stromal Tumors Gastrointestinal,Leukemia Myeloid Chronic-Phase,0,0.125,0.125,2.4531,0.142,0.4107,0.6087,1.6094,0.1486
482,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C1112486,Stromal Tumors Gastrointestinal,Aggressive Systemic Mastocytosis,0,-1,-1,-1,-1,-1,-1,-1,-1
483,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C0206141,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
484,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C0346421,Stromal Tumors Gastrointestinal,Chronic eosinophilic leukaemia,0,-1,-1,-1,-1,-1,-1,-1,-1
485,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C0221013,Stromal Tumors Gastrointestinal,Systemic Mastocytoses,0,0.25,0.25,3.2819,0.2052,0.5739,0.7826,2.3026,0.1772
486,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C1301355,Stromal Tumors Gastrointestinal,myelodysplastic/myeloproliferative diseases,0,0.1111,0.1111,0.9555,0.1083,0.1715,0.5,1.4917,0.1409
487,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C1960397,Stromal Tumors Gastrointestinal,Philadelphia chromosome-positive acute lymphoblastic leukemia,0,-1,-1,-1,-1,-1,-1,-1,-1
488,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0238198,C0392784,Stromal Tumors Gastrointestinal,Dermatofibrosarcoma protuberans ,0,-1,-1,-1,-1,-1,-1,-1,-1
489,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C0279543,Leukemia Myeloid Chronic-Phase,myelogenous leukemia chronic Philadelphia chromosome positive,0,-1,-1,-1,-1,-1,-1,-1,-1
490,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C0005699,Leukemia Myeloid Chronic-Phase,Phases Blast,0,0.3333,0.3333,4.8036,0.3836,0.7865,0.8333,2.5903,0.2
491,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C0238198,Leukemia Myeloid Chronic-Phase,Stromal Tumors Gastrointestinal,0,0.125,0.125,2.4531,0.142,0.4107,0.6087,1.6094,0.1486
492,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C1540912,Leukemia Myeloid Chronic-Phase,Syndrome Hypereosinophilic,0,0.125,0.125,2.0231,0.123,0.3323,0.6087,1.6094,0.1486
493,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C1112486,Leukemia Myeloid Chronic-Phase,Aggressive Systemic Mastocytosis,0,-1,-1,-1,-1,-1,-1,-1,-1
494,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C0206141,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
495,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C0346421,Leukemia Myeloid Chronic-Phase,Chronic eosinophilic leukaemia,0,-1,-1,-1,-1,-1,-1,-1,-1
496,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C0221013,Leukemia Myeloid Chronic-Phase,Systemic Mastocytoses,0,0.1111,0.1111,2.4531,0.1281,0.386,0.5833,1.4917,0.145
497,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C1301355,Leukemia Myeloid Chronic-Phase,myelodysplastic/myeloproliferative diseases,0,0.2,0.2,3.4917,0.1839,0.5622,0.7273,2.0794,0.1679
498,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C1960397,Leukemia Myeloid Chronic-Phase,Philadelphia chromosome-positive acute lymphoblastic leukemia,0,-1,-1,-1,-1,-1,-1,-1,-1
499,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0023474,C0392784,Leukemia Myeloid Chronic-Phase,Dermatofibrosarcoma protuberans ,0,-1,-1,-1,-1,-1,-1,-1,-1
500,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C0279543,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
501,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C0005699,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
502,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C0238198,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
503,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C1540912,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
504,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C0023474,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
505,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C1112486,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
506,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C0346421,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
507,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C0221013,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
508,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C1301355,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
509,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C1960397,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
510,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0206141,C0392784,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
511,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0221013,C0279543,Systemic Mastocytoses,myelogenous leukemia chronic Philadelphia chromosome positive,0,-1,-1,-1,-1,-1,-1,-1,-1
512,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0221013,C0005699,Systemic Mastocytoses,Phases Blast,0,0.1111,0.1111,2.4531,0.1471,0.4191,0.5833,1.4917,0.145
513,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0221013,C0238198,Systemic Mastocytoses,Stromal Tumors Gastrointestinal,0,0.25,0.25,3.2819,0.2052,0.5739,0.7826,2.3026,0.1772
514,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0221013,C1540912,Systemic Mastocytoses,Syndrome Hypereosinophilic,0,0.1,0.1,0.9555,0.1025,0.1638,0.4762,1.3863,0.138
515,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0221013,C0023474,Systemic Mastocytoses,Leukemia Myeloid Chronic-Phase,0,0.1111,0.1111,2.4531,0.1281,0.386,0.5833,1.4917,0.145
516,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0221013,C1112486,Systemic Mastocytoses,Aggressive Systemic Mastocytosis,0,-1,-1,-1,-1,-1,-1,-1,-1
517,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0221013,C0206141,?,?,0,-1,-1,-1,-1,-1,-1,-1,-1
518,L01XE01,imatinib                                                                                                                                                                                                                                                  ,C0221013,C0346421,Systemic Mastocytoses,Chronic eosinophilic leukaemia,0,-1,-1,-1,-1,-1,-1,-1,-1
