atc,name,dc_code,other_code,dc_name,other_name,lesk,vector
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0024138,chronicus lichens simplex,Discoid lupus erythematosus,568.0,0.6819
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0079773,chronicus lichens simplex,cells cutaneous lymphomas t,490.0,0.306
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0011616,chronicus lichens simplex,"Dermatitis contact ",579.0,0.369
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C3875321,chronicus lichens simplex,Inflammatory dermatosis,24859.0,0.7954
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0406326,chronicus lichens simplex,psoriasis scalp,504.0,0.6172
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0011615,chronicus lichens simplex,"Atopic dermatitis ",4431.0,0.6804
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0033775,chronicus lichens simplex,ani pruritus,305.0,0.3442
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0036508,chronicus lichens simplex,"Seborrheic dermatitis ",24756.0,0.7186
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0033777,chronicus lichens simplex,Pruritus of genital organs,271.0,0.3639
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0085074,chronicus lichens simplex,annulare granuloma,335.0,0.4497
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0149922,C0406317,chronicus lichens simplex,Chronic small plaque psoriasis,459.0,0.6297
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0037274,Chronic small plaque psoriasis,Dermatologic disorders,182572.0,0.8173
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0015230,Chronic small plaque psoriasis,exanthemas,107116.0,0.8147
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0024138,Chronic small plaque psoriasis,Discoid lupus erythematosus,106064.0,0.8024
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0079773,Chronic small plaque psoriasis,cells cutaneous lymphomas t,666.0,0.6083
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0011616,Chronic small plaque psoriasis,"Dermatitis contact ",696.0,0.596
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C3875321,Chronic small plaque psoriasis,Inflammatory dermatosis,182572.0,0.8369
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0406326,Chronic small plaque psoriasis,psoriasis scalp,182572.0,0.983
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0011615,Chronic small plaque psoriasis,"Atopic dermatitis ",105796.0,0.8176
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0033775,Chronic small plaque psoriasis,ani pruritus,544.0,0.4118
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0036508,Chronic small plaque psoriasis,"Seborrheic dermatitis ",765.0,0.7367
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0033777,Chronic small plaque psoriasis,Pruritus of genital organs,380.0,0.4684
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0085074,Chronic small plaque psoriasis,annulare granuloma,453.0,0.6752
C05AA11,"fluocinonide                                                                                                                                                                                                                                              ",C0406317,C0149922,Chronic small plaque psoriasis,chronicus lichens simplex,459.0,0.6297
C10AB04,"gemfibrozil                                                                                                                                                                                                                                               ",C0020557,C0813230,?,?,81.0,0.7589
C10AB04,"gemfibrozil                                                                                                                                                                                                                                               ",C0020557,C0010068,?,?,309.0,0.452
C08CA04,"nicardipine                                                                                                                                                                                                                                               ",C0002962,C0020538,"Angina pectoris ","Hypertensive disease ",22188.0,0.7859
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0036220,C0023487,"Kaposi's sarcoma ",acute promyelocytic leukaemia,1702.0,0.7717
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0036220,C0023465,"Kaposi's sarcoma ",Acute monocytic leukaemia,91160.0,0.8195
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0036220,C0023440,"Kaposi's sarcoma ",Leukemias Acute Erythroblastic,2719.0,0.803
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0036220,C0023467,"Kaposi's sarcoma ",Acute myelocytic leukaemia,90360.0,0.7685
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0036220,C0023449,"Kaposi's sarcoma ",Leukemia Acute Lymphocytic,90860.0,0.8547
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0036220,C0153886,"Kaposi's sarcoma ","Acute Myeloid Leukemia ",696.0,0.7661
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023487,C0036220,acute promyelocytic leukaemia,"Kaposi's sarcoma ",1702.0,0.7717
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023487,C0023465,acute promyelocytic leukaemia,Acute monocytic leukaemia,194836.0,0.9836
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023487,C0023440,acute promyelocytic leukaemia,Leukemias Acute Erythroblastic,192354.0,0.9887
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023487,C0023467,acute promyelocytic leukaemia,Acute myelocytic leukaemia,99102.0,0.9488
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023487,C0023449,acute promyelocytic leukaemia,Leukemia Acute Lymphocytic,14263.0,0.9573
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023487,C0153886,acute promyelocytic leukaemia,"Acute Myeloid Leukemia ",85615.0,0.9841
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023465,C0036220,Acute monocytic leukaemia,"Kaposi's sarcoma ",91160.0,0.8195
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023465,C0023487,Acute monocytic leukaemia,acute promyelocytic leukaemia,194836.0,0.9836
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023465,C0023440,Acute monocytic leukaemia,Leukemias Acute Erythroblastic,291789.0,0.993
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023465,C0023467,Acute monocytic leukaemia,Acute myelocytic leukaemia,197070.0,0.9634
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023465,C0023449,Acute monocytic leukaemia,Leukemia Acute Lymphocytic,123727.0,0.9786
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023465,C0153886,Acute monocytic leukaemia,"Acute Myeloid Leukemia ",85675.0,0.956
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023440,C0036220,Leukemias Acute Erythroblastic,"Kaposi's sarcoma ",2719.0,0.803
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023440,C0023487,Leukemias Acute Erythroblastic,acute promyelocytic leukaemia,192354.0,0.9887
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023440,C0023465,Leukemias Acute Erythroblastic,Acute monocytic leukaemia,291789.0,0.993
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023440,C0023467,Leukemias Acute Erythroblastic,Acute myelocytic leukaemia,109747.0,0.9531
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023440,C0023449,Leukemias Acute Erythroblastic,Leukemia Acute Lymphocytic,24631.0,0.9671
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023440,C0153886,Leukemias Acute Erythroblastic,"Acute Myeloid Leukemia ",89800.0,0.9655
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023467,C0036220,Acute myelocytic leukaemia,"Kaposi's sarcoma ",90360.0,0.7685
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023467,C0023487,Acute myelocytic leukaemia,acute promyelocytic leukaemia,99102.0,0.9488
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023467,C0023465,Acute myelocytic leukaemia,Acute monocytic leukaemia,197070.0,0.9634
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023467,C0023440,Acute myelocytic leukaemia,Leukemias Acute Erythroblastic,109747.0,0.9531
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023467,C0023449,Acute myelocytic leukaemia,Leukemia Acute Lymphocytic,119114.0,0.9679
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023467,C0153886,Acute myelocytic leukaemia,"Acute Myeloid Leukemia ",89529.0,0.9361
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023449,C0036220,Leukemia Acute Lymphocytic,"Kaposi's sarcoma ",90860.0,0.8547
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023449,C0023487,Leukemia Acute Lymphocytic,acute promyelocytic leukaemia,14263.0,0.9573
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023449,C0023465,Leukemia Acute Lymphocytic,Acute monocytic leukaemia,123727.0,0.9786
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023449,C0023440,Leukemia Acute Lymphocytic,Leukemias Acute Erythroblastic,24631.0,0.9671
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023449,C0023467,Leukemia Acute Lymphocytic,Acute myelocytic leukaemia,119114.0,0.9679
L01DB02,"daunorubicin                                                                                                                                                                                                                                              ",C0023449,C0153886,Leukemia Acute Lymphocytic,"Acute Myeloid Leukemia ",11195.0,0.9466
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0020538,C0018801,"Hypertensive disease ","Heart failure ",24367.0,0.7732
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0020538,C0745138,"Hypertensive disease ",hypertensive urgencies,72586.0,0.9175
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0020538,C0581377,"Hypertensive disease ",Decompensated cardiac failure,846.0,0.7889
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0020538,C0024588,"Hypertensive disease ",Malignant essential hypertension,2104.0,0.7374
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0745138,C0020538,hypertensive urgencies,"Hypertensive disease ",72586.0,0.9175
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0745138,C0018801,hypertensive urgencies,"Heart failure ",568.0,0.5242
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0745138,C0581377,hypertensive urgencies,Decompensated cardiac failure,332.0,0.5572
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0745138,C0024588,hypertensive urgencies,Malignant essential hypertension,147.0,0.5537
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0581377,C0020538,Decompensated cardiac failure,"Hypertensive disease ",846.0,0.7889
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0581377,C0018801,Decompensated cardiac failure,"Heart failure ",93981.0,0.9751
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0581377,C0745138,Decompensated cardiac failure,hypertensive urgencies,332.0,0.5572
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0581377,C0024588,Decompensated cardiac failure,Malignant essential hypertension,32.0,0.5835
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0024588,C0020538,Malignant essential hypertension,"Hypertensive disease ",2104.0,0.7374
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0024588,C0018801,Malignant essential hypertension,"Heart failure ",69.0,0.6215
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0024588,C0745138,Malignant essential hypertension,hypertensive urgencies,147.0,0.5537
C02DD01,"nitroprusside                                                                                                                                                                                                                                             ",C0024588,C0581377,Malignant essential hypertension,Decompensated cardiac failure,32.0,0.5835
L01AX03,"temozolomide                                                                                                                                                                                                                                              ",C0349543,C1514422,Brain Glioblastoma Multiforme,Primary Glioblastoma,12737.0,0.9465
L01AX03,"temozolomide                                                                                                                                                                                                                                              ",C0349543,C0334579,Brain Glioblastoma Multiforme,Astrocytomas Anaplastic,566.0,0.9066
L01AX03,"temozolomide                                                                                                                                                                                                                                              ",C0349543,C0017636,Brain Glioblastoma Multiforme,"Glioblastoma ",43497.0,0.9202
L01AX03,"temozolomide                                                                                                                                                                                                                                              ",C0349543,C0278878,Brain Glioblastoma Multiforme,glioblastoma adult,12754.0,0.9284
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C0279543,Phases Blast,myelogenous leukemia chronic Philadelphia chromosome positive,45075.0,0.9798
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C0238198,Phases Blast,Stromal Tumors Gastrointestinal,319.0,0.6814
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C1540912,Phases Blast,Syndrome Hypereosinophilic,293.0,0.9039
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C0023474,Phases Blast,Leukemia Myeloid Chronic-Phase,45353.0,0.9546
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C1112486,Phases Blast,Aggressive Systemic Mastocytosis,218.0,0.7319
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C0206141,?,?,214.0,0.8168
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C0346421,Phases Blast,Chronic eosinophilic leukaemia,45247.0,0.9583
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C0221013,Phases Blast,Systemic Mastocytoses,431.0,0.8633
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C1301355,Phases Blast,myelodysplastic/myeloproliferative diseases,566.0,0.8476
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C1960397,Phases Blast,Philadelphia chromosome-positive acute lymphoblastic leukemia,2119.0,0.8603
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0005699,C0392784,Phases Blast,"Dermatofibrosarcoma protuberans ",347.0,0.7888
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C0279543,Stromal Tumors Gastrointestinal,myelogenous leukemia chronic Philadelphia chromosome positive,189.0,0.676
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C0005699,Stromal Tumors Gastrointestinal,Phases Blast,319.0,0.6814
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C1540912,Stromal Tumors Gastrointestinal,Syndrome Hypereosinophilic,270.0,0.7438
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C0023474,Stromal Tumors Gastrointestinal,Leukemia Myeloid Chronic-Phase,440.0,0.6615
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C1112486,Stromal Tumors Gastrointestinal,Aggressive Systemic Mastocytosis,203.0,0.6746
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C0206141,?,?,181.0,0.6273
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C0346421,Stromal Tumors Gastrointestinal,Chronic eosinophilic leukaemia,400.0,0.6874
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C0221013,Stromal Tumors Gastrointestinal,Systemic Mastocytoses,408.0,0.7979
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C1301355,Stromal Tumors Gastrointestinal,myelodysplastic/myeloproliferative diseases,1153.0,0.5525
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C1960397,Stromal Tumors Gastrointestinal,Philadelphia chromosome-positive acute lymphoblastic leukemia,286.0,0.5464
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0238198,C0392784,Stromal Tumors Gastrointestinal,"Dermatofibrosarcoma protuberans ",522.0,0.8737
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C0279543,Leukemia Myeloid Chronic-Phase,myelogenous leukemia chronic Philadelphia chromosome positive,45069.0,0.9515
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C0005699,Leukemia Myeloid Chronic-Phase,Phases Blast,45353.0,0.9546
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C0238198,Leukemia Myeloid Chronic-Phase,Stromal Tumors Gastrointestinal,440.0,0.6615
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C1540912,Leukemia Myeloid Chronic-Phase,Syndrome Hypereosinophilic,328.0,0.8397
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C1112486,Leukemia Myeloid Chronic-Phase,Aggressive Systemic Mastocytosis,222.0,0.7374
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C0206141,?,?,229.0,0.7648
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C0346421,Leukemia Myeloid Chronic-Phase,Chronic eosinophilic leukaemia,53320.0,0.9353
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C0221013,Leukemia Myeloid Chronic-Phase,Systemic Mastocytoses,472.0,0.8563
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C1301355,Leukemia Myeloid Chronic-Phase,myelodysplastic/myeloproliferative diseases,635.0,0.7797
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C1960397,Leukemia Myeloid Chronic-Phase,Philadelphia chromosome-positive acute lymphoblastic leukemia,2145.0,0.8045
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0023474,C0392784,Leukemia Myeloid Chronic-Phase,"Dermatofibrosarcoma protuberans ",398.0,0.7318
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C0279543,?,?,169.0,0.8311
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C0005699,?,?,214.0,0.8168
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C0238198,?,?,181.0,0.6273
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C1540912,?,?,5084.0,0.828
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C0023474,?,?,229.0,0.7648
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C1112486,?,?,142.0,0.5505
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C0346421,?,?,4740.0,0.7573
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C0221013,?,?,255.0,0.6286
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C1301355,?,?,235.0,0.7449
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C1960397,?,?,170.0,0.8013
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0206141,C0392784,?,?,264.0,0.7275
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0221013,C0279543,Systemic Mastocytoses,myelogenous leukemia chronic Philadelphia chromosome positive,251.0,0.8267
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0221013,C0005699,Systemic Mastocytoses,Phases Blast,431.0,0.8633
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0221013,C0238198,Systemic Mastocytoses,Stromal Tumors Gastrointestinal,408.0,0.7979
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0221013,C1540912,Systemic Mastocytoses,Syndrome Hypereosinophilic,418.0,0.8419
L01XE01,"imatinib                                                                                                                                                                                                                                                  ",C0221013,C0023474,Systemic Mastocytoses,Leukemia Myeloid Chronic-Phase,472.0,0.8563
